authors,author_sort,comments,cover,timestamp,#formats,formats,isbn,identifiers,languages,#lecteur,library_name,rating,pubdate,series,series_index,size,title,title_sort,id,uuid,publisher,tags
"Ismael Maiga","Maiga, Ismael","### 

Les Bambaras constituent l'ethnie la plus importante du Mali dont la capitale, Bamako, est au centre de leur domaine. Leur langue appartient au groupe mandé, l'un des plus importants d'Afrique occidentale auquel se rattachent, entre autres, le malinké et le soussou en Guinée Conakry, le mandingue de Casamance ou le samo du Burkina-Faso. Une fraction notable de l'immigration africaine en France est de langue bambara. Sous la forme très voisine du dioula, le bambara joue également un rôle de langue véhiculaire en Côte d'Ivoire. Relativement facile à apprendre, le bambara est d'une très grande utilité pour ceux qui entretiennent des relations d'affaires ou d'amitié avec le Mali et les Etats limitrophes: Comme les autres ouvrages de la collection, Parlons Bambara ne se contente pas de décrire la langue, il présente également les données sociales et culturelles. Il est complété par un lexique et accompagné d'une cassette destinée à faciliter l'apprentissage de la prononciation. 
","\\quirinalis\Bagarre\Bouquins\Bibliotheque\Ismael Maiga\Parlons bambara - Langue et culture (8829)\cover.jpg","2013-04-14T18:49:07+02:00","PDF","pdf","9782747511056","amazon_fr:2747511057,isbn:9782747511056","fra","","Bibliotheque","2","0101-01-01T01:00:00+01:00","Parlons","6.0","69814928","Parlons bambara - Langue et culture bambara","Parlons bambara - Langue et culture bambara","8829","2e64e1e6-06ec-4943-ad8c-70a956e3d04b","L'Harmattan","Langues"
"Dieudonné Toukam","Toukam, Dieudonné","Le bamiléké-bafoussam, base des langues bamiléké actuelles, est la variante parlée principalement à Bafoussam au Cameroun. L'ouvrage décrit la langue, donne des éléments de conversation courante et présente les faits les plus importants de la culture. Mais c'est la profondeur de l'étude grammaticale et phonétique qui constitue toute la valeur ajoutée de ce livre. Des lexiques, qui englobent divers domaines, complètent ces informations et légitiment les particularités orthographiques et lexicographiques de la langue.","","2013-04-14T18:49:37+02:00","PDF","pdf","9782296216143","isbn:9782296216143,google:fZhAxCr5pFEC","fra","","Bibliotheque","","2009-01-15T18:52:10+01:00","Parlons","7.0","5859457","Parlons bamiléké. Langue et culture de Bafoussam","Parlons bamiléké. Langue et culture de Bafoussam","8830","e063954c-6827-442b-8fed-fac3bdb9e892","L'Harmattan","Langues"
"Emmanuel Matateyou","Matateyou, Emmanuel","","\\quirinalis\Bagarre\Bouquins\Bibliotheque\Emmanuel Matateyou\Parlons bamoun (8831)\cover.jpg","2013-04-14T18:49:40+02:00","PDF","pdf","9782747513364","amazon_fr:274751336X,isbn:9782747513364","fra","","Bibliotheque","","0101-01-01T01:00:00+01:00","Parlons","8.0","83875363","Parlons bamoun","Parlons bamoun","8831","b4685b3f-8a82-41dd-b894-0603b9e350a3","L'Harmattan","Langues"
"Jean Clément","Clément, Jean","","\\quirinalis\Bagarre\Bouquins\Bibliotheque\Jean Clement\Parlons bengali (8832)\cover.jpg","2013-04-14T18:50:16+02:00","PDF","pdf","9782738447913","amazon_fr:2738447910,isbn:9782738447913","fra","","Bibliotheque","","0101-01-01T01:00:00+01:00","Parlons","9.0","47254435","Parlons bengali","Parlons bengali","8832","8231a8bb-30ff-43ab-a65f-c28afda8cefa","L'Harmattan","Langues"
"Virginie Symaniec & Alexandra Goujon","Symaniec, Virginie & Goujon, Alexandra","<h3>Quatrième de couverture</h3><p>Pour la première fois, un livre concernant la langue et la culture biélorussiennes paraît en français. Une présentation générale et des articles sur l'histoire permettent de faire connaissance avec ce pays méconnu. La partie linguistique composée d'une grammaire, d'un guide de conversation et de deux lexiques de 2 000 mots est complétée par une cassette. La littérature est un autre intérêt de l'ouvrage qui présente les principaux écrivains de Biélorussie avec, en illutration, des poèmes et des extraits d'oeuvres en prose traduites en français. L'originalité de l'ouvrage réside aussi en ce que ses auteurs insistent sur les nombreuses influences culturelles qui toutes, à leur manière, ont contribué à enrichir la culture biélorussienne au cours des siècles. L'explication des polémiques et la mise en garde sur les interprétations et les difficultés terminologiques font l'objet d'une étude approfondie. Les auteurs ont en effet cherché à établir quelques vérités élémentaires, tout en faisant preuve d'une grande prudence à l'égard des clichés communément admis sur ce pays. </p>","\\quirinalis\Bagarre\Bouquins\Bibliotheque\Virginie Symaniec\Parlons bielorussien _ Langue et cu (8833)\cover.jpg","2013-04-14T18:50:36+02:00","DJVU","djvu","9782738458445","amazon_fr:2738458440,isbn:9782738458445","fra","","Bibliotheque","5","2000-05-03T02:00:00+02:00","Parlons","10.0","7127464","Parlons biélorussien : Langue et culture","Parlons biélorussien : Langue et culture","8833","1992ea00-6038-4642-bdd7-9aaa98ea2a07","L'Harmattan","Langues"
"Marie-Hélène Cardinaud","Cardinaud, Marie-Hélène","<h3>Quatrième de couverture</h3><p>Cette méthode d'apprentissage de la langue birmane propose à la fois l'acquisition de la lecture, de l'écriture, de la grammaire de base, ainsi que certains ""automatismes de langue"". Des éléments de conversation courante et un ""point"" sur la culture et la vie contemporaine viennent la compléter. Les auteurs, qui assurent l'enseignement du birman à l'INALCO, ont souhaité, par cet ouvrage, fournir une clef essentielle pour pénétrer dans ce monde fascinant : celle de la communication. Point n'est besoin d'insister sur la merveilleuse beauté et sur la profonde originalité de ce pays qui aborde le XXe siècle avec tant de points d'interrogation. Une chose est sûre, toutefois : la Birmanie a les moyens de jouer un rôle important dans l'avenir international, et la connaissance, de sa langue peut se révéler un atout de choix sur le vaste marché du Sud-Est asiatique. </p>","\\quirinalis\Bagarre\Bouquins\Bibliotheque\Marie-Helene Cardinaud\Parlons birman (8834)\cover.jpg","2013-04-14T18:50:40+02:00","PDF","pdf","9782738421036","goodreads:7254617,amazon_fr:2738421032,isbn:9782738421036","fra","","Bibliotheque","4.5","1993-01-01T01:00:00+01:00","Parlons","11.0","50244328","Parlons birman","Parlons birman","8834","9adfa870-94e3-4574-b313-b802d6e6ed85","L'Harmattan","Langues"
"Marie-Rose Abomo-Maurin","Abomo-Maurin, Marie-Rose","<h3>Présentation de l'éditeur</h3><p>PARLONS BOULOU est une heureuse initiative qui permet de connaître les Boulou, habitants de la forêt du Sud-Cameroun. Ce peuple occupe les quatre départements de la Province du Sud. Langue à ton, le boulou dévoile sa richesse linguistique, culturelle, cultuelle et sociale au travers des genres littéraires, des rites et dans la conversation courante. Tantôt du registre sacré, tantôt du registre profane, la langue désigne une perception du monde à la fois immanente et fonctionnelle. Le boulou s'est enrichi au contact d'autres langues et d'autres civilisations. Son évolution montre les altérations qu'il subit et les pertes inhérentes à son adaptation en milieu urbain. Cependant, le boulou reste une langue vivante dont l'usage exige des niveaux d'acception différents. PARLONS BOULOU cherche à réconcilier les Boulou avec leur langue et leur culture ; à ceux qui les ont oubliés en raison de l'isolement, il est le lien qui rappelle les origines ; pour tous les autres, il est une invitation à rencontrer un peuple pour lequel l'invention linguistique est vitale </p><h3>Biographie de l'auteur</h3><p>Marie-Rose Abomo-Maurin est auteur de nombreux travaux en littératures francophone et orale. Docteur ès-lettres, elle est professeur de français au lycée Jacques-Monod (45), chargée de cours à l'UFR de lettres d'Orléans et chercheur affilié au LLACAN (Langage, langues et Cultures d'Afrique Noire)/CNRS </p>","\\quirinalis\Bagarre\Bouquins\Bibliotheque\Marie-Rose Abomo-Maurin\Parlons boulou _ Langue bantou du C (8835)\cover.jpg","2013-04-14T18:51:01+02:00","PDF","pdf","9782296011502","amazon_fr:2296011500,isbn:9782296011502","fra","","Bibliotheque","5","0101-01-01T01:00:00+01:00","Parlons","12.0","69810478","Parlons boulou : Langue bantou du Cameroun","Parlons boulou : Langue bantou du Cameroun","8835","32999688-66b6-4aeb-be52-a17ff41c066d","L'Harmattan","Langues"
"Margarita Vassileva","Vassileva, Margarita","","\\quirinalis\Bagarre\Bouquins\Bibliotheque\Margarita Vassileva\Parlons bulgare_ Langue et culture (8836)\cover.jpg","2013-04-14T18:51:32+02:00","PDF","pdf","9782738438331","amazon_fr:2738438334,isbn:9782738438331","fra","","Bibliotheque","3","2000-05-03T02:00:00+02:00","Parlons","13.0","95547398","Parlons bulgare: Langue et culture","Parlons bulgare: Langue et culture","8836","1d074bc0-fafa-4086-a721-1eac21863289","L'Harmattan","Langue:bulgare, Langues, Pays:Bulgarie"
"Nicolas Quint & Aires Semedo","Quint, Nicolas & Semedo, Aires","<h3>Présentation de l'éditeur</h3><p>Le capverdien (ou créole du Cap-Vert) est la langue maternelle de la chanteuse Cesaria Evora et de plus d'un million de personnes clans le monde, dont au moins cinquante mille vivent en France métropolitaine. Cet ouvrage, le premier du genre en langue française, fournit un accès privilégié et méthodique à l'idiome du Cap-Vert et à la culture qu'il véhicule. Une suite de vingt-trois leçons de difficulté croissante permet d'acquérir progressivement les bases du capverdien moderne à partir du dialecte santiagais (parlé par la majorité de la population) et avec des ouvertures sur les autres variétés régionales. Des exercices corrigés, des notes de civilisation, des mémentos grammaticaux, des lexiques capverdien-français et français-capverdien ainsi que trois index viennent compléter l'ouvrage, qui permettra à toute personne intéressée de se doter d'un bagage solide sur la langue et la culture capverdiennes contemporaines. Parlons capverdien s'adresse aux lecteurs de langue française désireux d'apprendre le créole, mais il pourra aussi être utilisé avec profit par les Capverdiens d'origine ou de naissance vivant en pays francophone et n'ayant qu'une connaissance orale de leur langue. Enfin, les lexiques et les notions de civilisation pourront constituer une première étape pour les simples curieux ou les voyageurs pressés, désireux de savoir quelque chose de la culture capverdienne sans trop avoir à s'investir </p><h3>Biographie de l'auteur</h3><p>Nicolas Quint est né à Poitiers en 1970. Linguiste (docteur de l'Université Paris III-La Sorbonne Nouvelle) et ingénieur agronomie, il travaille depuis plusieurs années sur la langue capverdienne, à laquelle il a consacré sa thèse doctorale en linguistique hispanique. Il est actuellement Chargé de Recherches en langues africaines au CNRS. (LLACAN, UMR 8135-CNRS/INALCO/Université de Paris VII). Avec la collaboration de Aires Semedo (consultant pour la langue capverdienne) </p>","\\quirinalis\Bagarre\Bouquins\Bibliotheque\Nicolas Quint\Parlons capverdien _ Langue et cult (8837)\cover.jpg","2013-04-14T18:52:13+02:00","PDF","pdf","9782747537636","amazon_fr:2747537633,isbn:9782747537636","fra","","Bibliotheque","4","0101-01-01T01:00:00+01:00","Parlons","14.0","95497841","Parlons capverdien : Langue et culture","Parlons capverdien : Langue et culture","8837","398c702f-883e-4ddf-9cc0-b12cf6627be9","L'Harmattan","Langues"
"Jacques Allieres","Allieres, Jacques","Les catalans, qui vivent en France au Roussillon (Pyrénées-orientales) et en Espagne entre les vallées du Pallars et de Ribagorça et la côte méditerranéenne, province de Valence incluse, sont une « ethnie » originale. Leur langue , de source latine, vigoureuse et sonore, offre bien plus d'affinités avec l'occitan du sud de la France - sans s'identifier néanmoins à lui- qu'avec le castillan d'Espagne.
","\\quirinalis\Bagarre\Bouquins\Bibliotheque\Jacques Allieres\Parlons catalan (8838)\cover.jpg","2013-04-14T18:53:01+02:00","PDF","pdf","9782738488572","goodreads:5004826,amazon_fr:2738488579,isbn:9782738488572","fra","","Bibliotheque","2","2000-04-15T02:00:00+02:00","Parlons","15.0","63439829","Parlons catalan","Parlons catalan","8838","a0b820a4-c1bc-4f87-9cbf-24a9fc1fbcfb","L'Harmattan","Langues"
"Pascal J. Kishindo & Allan L. Lipenga","Kishindo, Pascal J. & Lipenga, Allan L.","","\\quirinalis\Bagarre\Bouquins\Bibliotheque\Pascal J. Kishindo\Parlons citumbuka _ Langue et cultu (8839)\cover.jpg","2013-04-14T18:53:33+02:00","PDF","pdf","9782296004702","amazon_fr:2296004709,isbn:9782296004702","fra","","Bibliotheque","","2006-04-15T02:00:00+02:00","Parlons","16.0","23182003","Parlons citumbuka : Langue et culture du Malawi et de la Zambie","Parlons citumbuka : Langue et culture du Malawi et de la Zambie","8839","25881b6f-5a8f-486b-b465-7a7b96928161","L'Harmattan","Langues"
"Pascal J. Kishindo & Allan L. Lipenga","Kishindo, Pascal J. & Lipenga, Allan L.","","\\quirinalis\Bagarre\Bouquins\Bibliotheque\Pascal J. Kishindo\Parlons ciyawo (8840)\cover.jpg","2013-04-14T18:53:45+02:00","PDF","pdf","9782747580540","amazon_fr:2747580547,isbn:9782747580540","fra","","Bibliotheque","","0101-01-01T01:00:00+01:00","Parlons","17.0","23035426","Parlons ciyawo","Parlons ciyawo","8840","06763791-5f47-4658-9663-f827ba298706","L'Harmattan","Langues"
"Michel Malherbe","Malherbe, Michel","","\\quirinalis\Bagarre\Bouquins\Bibliotheque\Michel Malherbe\Parlons coreen (8841)\cover.jpg","2013-04-14T18:53:55+02:00","PDF","pdf","9782738440822","amazon_fr:2738440827,isbn:9782738440822","fra","","Bibliotheque","4","2000-05-03T02:00:00+02:00","Parlons","18.0","73118298","Parlons coréen","Parlons coréen","8841","ac9ffbfb-d73c-4ff2-9ef5-50dd5fdfc736","L'Harmattan","Langues, Langue:coréen"
"Jacques Fusina","Fusina, Jacques","La langue corse est abordée ici d'abord par ses aspects grammaticaux (phonologie, morphologie, syntaxe) puis lexicaux (vocabulaire correspondant français-corse et corse-français), et toujours illustrée de manière claire et vivante par de nombreux exemples. La démarche linguistique permet également une bonne introduction à la culture corse, aussi bien sous l'aspect de la tradition (us et coutumes, gastronomie, architecture) que de la modernité (littérature, chant et musique, vie et production actuelles...) et fait ainsi de cet ouvrage un outil simple et précis de bonne connaissance de la Corse.
","\\quirinalis\Bagarre\Bouquins\Bibliotheque\Jacques Fusina\Parlons corse (8842)\cover.jpg","2013-04-14T18:54:26+02:00","PDF","pdf","9782738482099","goodreads:12922506,amazon_fr:2738482090,isbn:9782738482099","fra","","Bibliotheque","3.5","1999-01-01T01:00:00+01:00","Parlons","19.0","83242919","Parlons corse","Parlons corse","8842","1def0d59-15eb-479f-8e16-f83d736b3e7a","L'Harmattan","Langues"
"Joguin Jacques","Jacques, Joguin","L'espéranto, langue internationale présente dans plus de 120 pays, est aujourd'hui une des langues les plus parlées du monde. La communauté espérantophone, non contente de faire de l'espéranto une langue vivante, de compter de plus en plus d'espérantophones dont la langue maternelle est l'espéranto, élabore progressivement une culture transnationale (littéraire, musicale...). I1 fallait donc une grammaire en français pour que cette langue, puissante et belle, soit mieux connue dans les milieux espérantophones.
","\\quirinalis\Bagarre\Bouquins\Bibliotheque\Joguin Jacques\Parlons esperanto la langue interna (8843)\cover.jpg","2013-04-14T18:55:03+02:00","PDF","pdf","9782738468987","amazon_fr:2738468985,isbn:9782738468987","fra","","Bibliotheque","","2000-05-03T02:00:00+02:00","Parlons","20.0","93155981","Parlons esperanto la langue internationale","Parlons esperanto la langue internationale","8843","6cceff6c-30cf-47a9-9fab-9f28270484d7","L'Harmattan","Langues"
"Txomin Peillen","Peillen, Txomin","","\\quirinalis\Bagarre\Bouquins\Bibliotheque\Txomin Peillen\Parlons euskara_ La langue des Basq (8844)\cover.jpg","2013-04-14T18:55:43+02:00","PDF","pdf","9782738433916","goodreads:5835741,amazon_fr:273843391X,isbn:9782738433916","fra","","Bibliotheque","3.5","2000-05-03T02:00:00+02:00","Parlons","21.0","32599345","Parlons euskara: La langue des Basques","Parlons euskara: La langue des Basques","8844","01a4232e-0915-4d49-ac2a-1cd76b1aa3eb","L'Harmattan","Langues"
"Jacques Rongier","Rongier, Jacques","L'éwé appartient au groupe de langues kwa de la grande famille négro-africaine Niger-Congo. Il est parlé par environ 3 millions de personnes au Sud-Est du Ghana, 2 100 000 au Togo (où il est la principale langue véhiculaire et l'une des deux langues nationales, l'autre étant le kabiyè), 600 000 Ouatchi, 290 000 Mina et 210 000 Adélé, Akposso et Ahlon qui utilisent l'éwé en plus de leurs langues respectives, 780 000 Aja et 650 000 Mina, Pla et Peda du Bénin qui parlent ou au moins comprennent l'éwé, soit en tout environ 7 630 000 locuteurs. Enfin, l'éwé est écrit depuis 1848, date à laquelle parut le premier syllabaire du missionnaire allemand Lorenz Wolf, et la littérature éwé est aujourd'hui loin d'être négligeable. Jacques RONGIER, africaniste, titulaire d'un doctorat d'Etat (Description de l'éwé), a été enseignant et chercheur en linguistique de 1980 à 1998 au Togo, à Madagascar et en Côte d'Ivoire où il a résidé jusqu'en 2002. Ses recherches ont porté sur de nombreuses langues de ces pays (il est entre autres l'auteur d'Apprenons l'éwé (en neuf volumes), d'un Parlons sénoufo et d'un Parlons avikam). Depuis 2003, il est à l'Académie Royale à Phnom Penh où il décrit des langues du Cambodge et prépare un Parlons kouy
","\\quirinalis\Bagarre\Bouquins\Bibliotheque\Jacques Rongier\Parlons ewe _ Langue du Togo (8845)\cover.jpg","2013-04-14T18:55:57+02:00","PDF","pdf","9782747573764","amazon_fr:2747573761,isbn:9782747573764","fra","","Bibliotheque","3","0101-01-01T01:00:00+01:00","Parlons","22.0","6477854","Parlons éwé : Langue du Togo","Parlons éwé : Langue du Togo","8845","ed02dbf9-78a6-4cf5-bf4d-014a90cfc927","L'Harmattan","Langues"
"Dominique Fadaïro","Fadaïro, Dominique","<h3 /><p>260 pages. </p>","\\quirinalis\Bagarre\Bouquins\Bibliotheque\Dominique Fadairo\Parlons fon _ Langue et Culture du (8846)\cover.jpg","2013-04-14T18:56:01+02:00","PDF","pdf","9782747515917","amazon_fr:2747515915,isbn:9782747515917","fra","","Bibliotheque","3.5","0101-01-01T01:00:00+01:00","Parlons","23.0","21011669","Parlons fon : Langue et Culture du Bénin","Parlons fon : Langue et Culture du Bénin","8846","99eb2dad-58d2-4618-826f-66f9a1f4b3a6","L'Harmattan","Langues"
"Dominique Stich","Stich, Dominique","Le francoprovençal est une langue à part entière, bien délimitée linguistiquement et géographiquement, mais aussi porteuse de différentes cultures (savoyarde, forezienne, romande, valdôlaine) et d'une riche littérature. Mais pour être reconnue comme langue, il lui fallait une orthographe. Car le francoprovençal se heurte à une particularité : c'est une langue entièrement dialectalisée, où l'intercompréhension est difficile, voire impossible au-delà de la région. Une première orthographe est proposée dans cet ouvrage, avec les élargissements vers les patois, ainsi qu'une grammaire sommaire.

### Quatrième de couverture

Le francoprovençal, langue ô combien méconnue ! Déjà le nom est ambigu : ni français de Provence, ni provençal de France, pas davantage mélange de français et de provençal, c'est une langue à part entière, bien délimitée linguistiquement et géographiquement, mais aussi porteuse de différentes cultures (savoyarde, forézienne, romande, valdôtaine...) et d'une riche littérature dont les noms sont J. P. Python (Fribourg), G. Roquille (Forez), A. Gex (Savoie), J.B. Cerlogne ou E. Martinet (Val d'Aoste) parmi des dizaines d'autres. Mais pour être reconnue comme langue, il lui fallait une orthographe. Car le francoprovençal se heurte à une particularité : c'est une langue entièrement dialectalisée, où l'intercompréhension est difficile, voire impossible au-delà de la région. Les graphies existantes permettent tout à fait une description précise de chaque dialecte, ou plus exactement de chaque patois, mais n'autorisent pas une lecture supradialectale, indispensable approche pour une reconnaissance de la langue dans sa globalité. C'est chose faite dans cet ouvrage, ou une première orthographe, dite ORA, est proposée avec les élargissements vers les patois, ainsi qu'une grammaire sommaire, et surtout un petit florilège de littérature francoprovençale, lequel permettra d'apprécier la richesse d'une langue qui, en train de s'éteindre tout doucement comme tant de langues minoritaires, ne méritait pas, un siècle après la découverte de sa spécificité, d'être encore si mal connue. 
","\\quirinalis\Bagarre\Bouquins\Bibliotheque\Dominique Stich\Parlons francoprovencal_ Une langue (8847)\cover.jpg","2013-04-14T18:56:10+02:00","PDF","pdf","9782738472038","amazon_fr:2738472036,isbn:9782738472038","fra","","Bibliotheque","5","2000-05-03T02:00:00+02:00","Parlons","24.0","100819622","Parlons francoprovençal: Une langue méconnue","Parlons francoprovençal: Une langue méconnue","8847","f1da918a-2f68-431b-af20-83336b2a9d63","L'Harmattan","Langue:français, Langues"
"Paulette Roulon-Doko","Roulon-Doko, Paulette","","\\quirinalis\Bagarre\Bouquins\Bibliotheque\Paulette Roulon-Doko\Parlons gbaya (8848)\cover.jpg","2013-04-14T18:56:55+02:00","PDF","pdf","9782738456618","goodreads:5755023,amazon_fr:2738456618,isbn:9782738456618","fra","","Bibliotheque","","0101-01-01T01:00:00+01:00","Parlons","25.0","74766256","Parlons gbaya","Parlons gbaya","8848","762913ab-7fa4-4324-b139-4089984374c0","L'Harmattan","Langues"
"Irène Assatiani","Assatiani, Irène","","\\quirinalis\Bagarre\Bouquins\Bibliotheque\Irene Assatiani\Parlons georgien_ Langue et culture (8849)\cover.jpg","2013-04-14T18:57:32+02:00","PDF","pdf","9782738451231","goodreads:5592680,amazon_fr:2738451233,isbn:9782738451231","fra","","Bibliotheque","5","1997-05-26T02:00:00+02:00","Parlons","26.0","9860494","Parlons géorgien: Langue et culture","Parlons géorgien: Langue et culture","8849","9955913b-b0cf-4437-8d8d-0f46ffa65504","L'Harmattan","Langues"
"Cyril Aslanov","Aslanov, Cyril","<h3>Présentation de l'éditeur</h3><p>Parlons grec moderne est une initiation à la langue et à la culture grecques modernes. Elle permet de prendre connaissance d'une civilisation aujourd'hui représentée par deux Etats modernes - la Grèce et Chypre - ainsi que par les nombreuses communautés helléniques éparpillées sur les cinq continents. Au terme de l'apprentissage des formes grammaticales et des expressions adaptées aux diverses circonstances de la vie, le lecteur pourra acquérir des notions de base et commencer à communiquer en grec avec les hellénophones. Le livre comporte en outre un lexique français-grec couvrant la plupart des domaines de la vie quotidienne. Enfin, des notices sur la vie culturelle, sur les institutions, les traditions et la civilisation matérielle achèveront de donner une idée des divers aspects qu'il importe de connaître avant de partir en voyage pour la Grèce ou pour Chypre. L'un des points importants de ce livre est de faire sentir la spécificité de la langue grecque pour l'apprenant francophone et d'expliquer ce que la civilisation hellénique peut avoir d'étrange et de déconcertant pour les non-Grecs. </p><h3>Biographie de l'auteur</h3><p>Cyril Aslanov est Associate Professor à l'Université Hébraïque de Jérusalem. Il est spécialisé en linguistique romane et en sociolinguistique historique. </p>","\\quirinalis\Bagarre\Bouquins\Bibliotheque\Cyril Aslanov\Parlons grec moderne (8850)\cover.jpg","2013-04-14T18:57:37+02:00","PDF","pdf","9782296062115","amazon_fr:2296062113,isbn:9782296062115","fra","","Bibliotheque","2","0101-01-01T01:00:00+01:00","Parlons","27.0","58318637","Parlons grec moderne","Parlons grec moderne","8850","e130580b-ed48-424a-982d-ff3214a89de9","L'Harmattan","Langue:grec, Langues"
"Hadas-Lebel Mireille","Mireille, Hadas-Lebel","","\\quirinalis\Bagarre\Bouquins\Bibliotheque\Hadas-Lebel Mireille\Parlons hebreu (8851)\cover.jpg","2013-04-14T18:58:08+02:00","PDF","pdf","9782747599467","amazon_fr:2747599469,isbn:9782747599467","fra","","Bibliotheque","","0101-01-01T01:00:00+01:00","Parlons","28.0","5625475","Parlons hébreu","Parlons hébreu","8851","d5b34a3c-3a9f-4842-b93e-261b5e083761","L'Harmattan","Langue:hébreu, Langues"
"Annie Montaut & Sarasvati Joshi","Montaut, Annie & Joshi, Sarasvati","<h3>Quatrième de couverture</h3><p>Le Hindi est aujourd'hui la langue officielle de l'Union Indienne. Plus de quatre cents millions de locuteurs en perpétuent la vitalité, en Asie du Sud, mais aussi dans les îles Fidji, Maurice, de la Réunion, etc. Issu du sanscrit comme les autres langues indo-aryennes, il a au cours de son histoire, présentée dans l'introductîon, intégré de nombreux vocables persans, arabes, subi l'influence des langues dravidiennes et austriques parlées aussi en Inde. Ce livre donne de la langue une description systématique fondée sur ses catégories et ses structures propres, beaucoup plus éloignées qu'on ne s'y attendrait de celles des langues de la même famille, indo-européenne. Il invite aussi à exploiter le vocabulaire et les expressions idiomatiques dans des situations typiques de la vie indienne. Initiation pratique aux échanges quotidiens, il donne en même temps accès à la culture hindoue de l'Inde du Nord, depuis les coutumes alimentaires ou l'art de se parer au système administratif et aux fêtes religieuses. La civilisation indienne, dont le hindi est une langue majeure, est abordée dans ses aspects contemporains les plus originaux en lien avec son héritage classique et traditionnel. </p>","\\quirinalis\Bagarre\Bouquins\Bibliotheque\Annie Montaut\Parlons hindi (8852)\cover.jpg","2013-04-14T18:58:14+02:00","PDF","pdf","9782738481351","amazon_fr:2738481353,isbn:9782738481351","fra","","Bibliotheque","4","2000-04-15T02:00:00+02:00","Parlons","29.0","52757420","Parlons hindi","Parlons hindi","8852","6b0539d4-f4c8-4429-88e3-265776ae9220","L'Harmattan","Inde, Langues, Langue:hindi"
"Kati Cavalieros & Michel Malherbe","Cavalieros, Kati & Malherbe, Michel","<h3>Quatrième de couverture</h3><p>Cet ouvrage est le second d'une collection dirigée par Michel Malherbe et destinée à un large public de touristes et d'hommes d'affaires. Il a été réalisé par Kati Cavalieros-Koncz qui possède parfaitement les deux cultures française et hongroise. Il offre un accès simple et pratique à la langue hongroise et permet de mieux comprendre l'originalité du peuple magyar. L'auteur s'est attaché à présenter clairement le mécanisme particulier de la langue ; indispensable à saisir avant d'aborder le langage courant. Après "" Parlons coréen "" et "" Parlons hongrois "", d'autres oeuvres sont en préparation ou à l'étude : le wolof, l'indonésien, l'ourdour et le persan. </p>","\\quirinalis\Bagarre\Bouquins\Bibliotheque\Kati Cavalieros\Parlons hongrois (8853)\cover.jpg","2013-04-14T18:58:39+02:00","PDF","pdf","9782738401649","goodreads:314304,amazon_fr:2738401643,isbn:9782738401649","fra","","Bibliotheque","4","0101-01-01T01:00:00+01:00","Parlons","30.0","1787302","Parlons hongrois","Parlons hongrois","8853","28321333-952b-41ee-8c84-aa3ffb242382","L'Harmattan","Langue:hongrois, Langues"
"Anne-Marie van Dyck","Dyck, Anne-Marie van","","\\quirinalis\Bagarre\Bouquins\Bibliotheque\Anne-Marie van Dyck\Parlons indonesien_ Langues et cult (8854)\cover.jpg","2013-04-14T18:58:40+02:00","PDF","pdf","9782738450920","amazon_fr:273845092X,isbn:9782738450920","fra","","Bibliotheque","2.5","1997-05-26T02:00:00+02:00","Parlons","31.0","62533827","Parlons indonésien: Langues et culture d'Indonésie","Parlons indonésien: Langues et culture d'Indonésie","8854","0e26a59b-471a-411a-90f9-517d88ea76e7","L'Harmattan","Langue:indonésien, Langues"
"Daniel Franck Idiata","Idiata, Daniel Franck","","\\quirinalis\Bagarre\Bouquins\Bibliotheque\Daniel Franck Idiata\Parlons isangu _ Langue et culture (8855)\cover.jpg","2013-04-14T18:59:08+02:00","PDF","pdf","9782296015722","amazon_fr:2296015727,isbn:9782296015722","fra","","Bibliotheque","","0101-01-01T01:00:00+01:00","Parlons","32.0","10876222","Parlons isangu : Langue et culture des Bantu-Masangu du Gabon","Parlons isangu : Langue et culture des Bantu-Masangu du Gabon","8855","c9cd0d23-e510-48da-b8a2-fe86e4171414","L'Harmattan","Afrique, Langues"
"Christian Sina Diatta","Diatta, Christian Sina","La perle du tourisme sénégalais est la luxuriante province de Casamance. Cette région se distingue du reste du pays non seulement par ses paysages et sa végétation mais aussi par une population de plusieurs ethnies vivant en symbiose, en grande partie chrétiennes ou de religion africaine. Parmi elles, l'ethnie Jola, jadis orthographié Diola, présente à la fois en Gambie, en Guinée Bissau et au Sénégal, est, en Casamance, la plus nombreuse et la plus originale. Ce livre permet de découvrir sa langue et sa culture.

### Quatrième de couverture

Chacun sait que la perle du tourisme sénégalais est la luxuriante province de Casamance. Cette région se distingue du reste du pays non seulement par ses paysages et sa végétation mais aussi par une population de plusieurs ethnies vivant en symbiose, en grande partie chrétiennes ou de religion africaine, comme en Guinée Bissau. Parmi elles, l'ethnie Jola, présente à la fois en Gambie, en Guinée Bissau et au Sénégal, dont le nom était jadis orthographié Diola, est, en Casamance, la plus nombreuse et la plus originale. Ce livre permet de découvrir sa langue et sa culture. 
","\\quirinalis\Bagarre\Bouquins\Bibliotheque\Christian Sina Diatta\Parlons jola_ Langue et culture (8856)\cover.jpg","2013-04-14T18:59:14+02:00","PDF","pdf","9782738471697","goodreads:3572239,amazon_fr:2738471692,isbn:9782738471697","fra","","Bibliotheque","2","2000-05-03T00:00:00+02:00","Parlons","33.0","72963793","Parlons jola: Langue et culture","Parlons jola: Langue et culture","8856","0ed3ddd8-8d7b-403b-b3df-c20791f7082f","L'Harmattan","Afrique, Langues"
